"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.415429832E0	-1.872836798E-2	-1.761715114E-2	3.975868225E-3	2.601774990E-2
5.420495750E0	-1.253019273E-2	-2.110102773E-2	-1.029682159E-2	2.661359870E-2
5.425561668E0	-8.640684187E-3	1.597955823E-3	-4.278182983E-3	9.773317537E-3
5.430627586E0	-1.315774396E-2	1.224458218E-2	-3.046989441E-3	1.823019922E-2
5.435693504E0	-2.259479836E-2	5.007684231E-3	8.840560913E-3	2.477412625E-2
5.440759422E0	-1.161417365E-2	-1.395860314E-2	-7.845878601E-3	1.978103744E-2
5.445855857E0	-1.733781770E-2	3.944516182E-3	-2.083873749E-2	2.739365092E-2
5.450921775E0	-1.593810320E-2	1.229918003E-2	1.882553101E-3	2.021971734E-2
5.456018211E0	3.244008869E-3	2.172829211E-2	-5.244255066E-3	2.258637825E-2
5.461084129E0	1.395754889E-2	-1.036778092E-3	1.854133606E-2	2.323078179E-2
5.466150047E0	-1.339639723E-2	-2.952912450E-2	-1.603794098E-2	3.617524296E-2
5.471215964E0	-1.452529430E-2	6.350710988E-3	-2.845764160E-3	1.610633659E-2
5.476281882E0	1.064318419E-2	1.230990887E-2	-9.946823120E-3	1.907224465E-2
5.481347800E0	-3.591213375E-3	2.749070525E-3	1.999855042E-3	4.945060409E-3
5.486444236E0	-2.306789160E-3	-2.109058201E-2	4.358291626E-3	2.165937746E-2
5.491510154E0	2.507377416E-3	1.660063863E-3	-8.735656738E-3	9.238747328E-3
5.496576072E0	4.818115383E-3	5.246058106E-3	-3.911972046E-3	8.126431369E-3
5.501672507E0	-1.064927503E-2	-7.675290108E-4	8.716583252E-4	1.071242026E-2
5.506707908E0	-2.178661525E-3	-1.615193486E-2	-1.338863373E-2	2.109234645E-2
5.511773826E0	-8.205235004E-3	1.007738709E-2	2.116203308E-2	2.483367182E-2
5.516839744E0	1.087435335E-2	7.543250918E-3	7.982254028E-4	1.325855795E-2
5.521905662E0	1.237038523E-3	-1.035253704E-2	1.384925842E-2	1.733514483E-2
5.526971580E0	5.453824997E-5	3.934055567E-4	8.982658386E-3	8.991434482E-3
5.532037498E0	-2.967712656E-2	-7.940396667E-3	-1.958560944E-2	3.643319691E-2
5.537133933E0	-3.355823457E-3	-6.561145186E-3	-8.736610413E-3	1.142972173E-2
5.542199851E0	2.609621733E-3	-1.710863411E-2	3.216743469E-3	1.760292377E-2
5.547265769E0	-6.944797933E-3	-2.174013853E-2	-3.005504608E-2	3.773817214E-2
5.552331687E0	-1.291541755E-2	-5.003795028E-3	4.379367828E-2	4.593182157E-2
5.557397605E0	2.042826265E-2	1.875643432E-2	9.004592896E-3	2.915819673E-2
5.562463523E0	-1.658613607E-2	1.382580400E-2	2.911376953E-2	3.624726669E-2
5.567529441E0	-2.289716154E-3	3.144575655E-2	8.683204651E-3	3.270285077E-2
5.572595359E0	-4.689250141E-3	-1.406484842E-2	-1.157760620E-2	1.881090092E-2
5.577661277E0	-1.177018508E-2	1.101803780E-2	-1.859188080E-2	2.460878797E-2
5.582757713E0	2.275828272E-2	2.700209618E-3	-1.605892181E-2	2.798427298E-2
5.587823631E0	1.208648086E-3	2.706736326E-3	1.019287109E-2	1.061517182E-2
5.592889548E0	-2.572685480E-5	1.819896698E-2	3.503131866E-2	3.947652908E-2
5.597955466E0	-4.821985960E-3	-9.236261249E-3	-5.617141724E-3	1.183690634E-2
5.603021384E0	1.539454609E-2	-2.099347115E-2	1.222515106E-2	2.876060150E-2
5.608087302E0	4.486426711E-3	-1.372939348E-2	2.518081665E-2	2.902925761E-2
5.613153220E0	-1.221173629E-2	-1.358570158E-2	2.425193787E-3	1.842767906E-2
5.618249656E0	4.459146410E-3	-2.797290683E-3	3.583908081E-3	6.368140938E-3
5.623346091E0	5.573082715E-3	-8.639708161E-3	1.068305969E-2	1.482671820E-2
5.628412009E0	1.616553590E-2	-1.411959529E-3	3.466606140E-3	1.659323774E-2
5.633477927E0	-1.958205551E-2	-2.603471279E-3	8.189201355E-3	2.138452664E-2
5.638543845E0	3.099445254E-3	-3.800436854E-3	9.927749634E-4	5.003547071E-3
5.643609763E0	1.782417297E-3	-2.544611692E-3	-2.038097382E-2	2.061640497E-2
5.648675681E0	2.195793390E-2	5.761370063E-3	-8.333206177E-3	2.418236075E-2
5.653741599E0	-1.392668486E-2	1.269969344E-2	3.328514099E-2	3.825095261E-2
5.658807517E0	-2.460449189E-2	-4.877299070E-4	-7.364273071E-3	2.568757325E-2
5.663873435E0	1.724727452E-3	1.617474854E-2	1.643943787E-2	2.312687382E-2
5.668939353E0	4.849433899E-4	7.658183575E-3	2.580356598E-2	2.692038192E-2
5.674005271E0	-3.120176494E-3	7.571622729E-3	-2.071475983E-2	2.227478949E-2
5.679071189E0	9.920384735E-3	1.487016678E-3	1.150512695E-2	1.526411472E-2
5.684167625E0	8.646015078E-3	2.401351929E-2	2.210712433E-2	3.376577604E-2
5.689233543E0	1.215091348E-2	-8.360937238E-3	-5.392074585E-3	1.570428089E-2
5.694329978E0	2.619213983E-2	-1.549348235E-2	-5.979537964E-4	3.043737395E-2
5.699395896E0	1.044379920E-2	-1.661941409E-2	-1.127815247E-2	2.263790161E-2
5.704461814E0	7.884193212E-3	-2.130676806E-2	-2.661991119E-2	3.499655040E-2
5.709558250E0	2.914114669E-2	-2.708420157E-2	4.469871521E-3	4.003423731E-2
5.714624168E0	-2.693716809E-2	1.352657378E-2	8.611679077E-4	3.015494708E-2
5.719690086E0	-2.433114499E-2	3.836661577E-3	-1.523971558E-3	2.467887918E-2
5.724756004E0	3.126125783E-3	6.054326892E-3	7.988929749E-3	1.050002548E-2
5.729821922E0	-2.419040352E-2	9.397372603E-3	-7.515907288E-3	2.701805131E-2
5.734887839E0	-3.796234727E-3	3.297567368E-3	8.516311646E-4	5.100061204E-3
5.739953757E0	5.780581385E-3	1.280178130E-2	-2.289581299E-2	2.686110530E-2
5.745019675E0	-1.320014149E-2	1.742368937E-2	-3.101253510E-2	3.794214042E-2
5.750085593E0	4.829198122E-3	1.718699932E-3	-3.431224823E-2	3.469301749E-2
5.755151511E0	-5.889188498E-3	-2.428004146E-2	-3.284358978E-2	4.126626157E-2
5.760247947E0	-2.962704748E-2	-1.806485653E-2	-1.950931549E-2	3.980847114E-2
5.765313865E0	4.999171942E-3	2.248588204E-2	-6.288528442E-3	2.387786007E-2
5.770379783E0	6.196521223E-3	4.465579987E-3	1.394939423E-2	1.590358070E-2
5.775476218E0	2.712719142E-4	1.389302313E-2	2.095985413E-2	2.514766719E-2
5.780542136E0	2.524735406E-2	1.850609481E-2	1.779556274E-3	3.135396710E-2
5.785608054E0	-6.953094155E-3	-6.592914462E-3	-6.113052368E-4	9.601340194E-3
5.790673972E0	-3.067963570E-2	-8.885130286E-3	-1.366519928E-2	3.474080106E-2
5.795739890E0	1.227775589E-2	-8.782058954E-3	-2.066326141E-2	2.558980698E-2
5.800805808E0	-2.122592181E-3	-1.568257809E-3	-3.474521637E-2	3.484529941E-2
5.805902244E0	-4.527080804E-3	6.848722696E-3	-3.207778931E-2	3.311169023E-2
5.810968162E0	-2.822500095E-2	4.393234849E-3	2.161884308E-2	3.582353370E-2
5.816034080E0	7.687710226E-3	6.082952023E-4	2.261543274E-2	2.389411454E-2
5.821099998E0	1.123722270E-2	-1.846939325E-3	1.767444611E-2	2.102551793E-2
5.826196433E0	-1.966585591E-2	6.519779563E-3	-7.393836975E-3	2.199823265E-2
5.831231834E0	9.049277753E-3	1.237419248E-2	-1.563930511E-2	2.189972447E-2
5.836297752E0	-2.882350236E-3	1.100091636E-2	1.653766632E-2	2.007043874E-2
5.841363670E0	-2.190769464E-2	7.330313325E-3	-4.966735840E-3	2.362941054E-2
5.846429588E0	-6.283883005E-3	-2.005122602E-2	-1.798439026E-2	2.765822018E-2
5.851495506E0	-1.808883250E-2	-1.047109067E-2	5.905151367E-3	2.171912553E-2
5.856561423E0	-1.437517628E-2	2.283737063E-2	5.855560303E-3	2.761301825E-2
5.861627341E0	4.691861570E-3	1.674395800E-2	-7.251739502E-3	1.884041985E-2
5.866723777E0	9.359799325E-3	-1.315903664E-2	2.129936218E-2	2.672880315E-2
5.871789695E0	1.992069930E-2	-1.307237148E-2	3.417968750E-2	4.166499963E-2
5.876855613E0	-9.912550449E-3	-2.484937012E-2	-2.784252167E-2	3.861289765E-2
5.881921531E0	1.268618554E-2	2.684190869E-3	-2.673149109E-3	1.323970960E-2
5.886987449E0	-7.648084313E-3	-6.797209382E-3	-9.778022766E-3	1.415291413E-2
5.892053367E0	-1.836417243E-2	-2.027109265E-3	-6.141662598E-3	1.946977197E-2
5.897119285E0	-8.766558021E-3	-6.769657135E-3	-2.745723724E-2	2.960710513E-2
5.902215720E0	-1.461699232E-2	1.100610197E-2	-1.061534882E-2	2.115363741E-2
5.907281638E0	1.993626356E-2	2.084523439E-4	-2.204895020E-3	2.005890374E-2
5.912347556E0	-1.820328832E-2	7.465988398E-3	1.918220520E-2	2.747831299E-2
5.917413474E0	4.450507462E-3	3.592538834E-2	2.377414703E-2	4.330878215E-2
5.922479392E0	-1.347717270E-2	-1.435849071E-2	1.051425934E-2	2.232375615E-2
5.927545310E0	6.812583655E-3	2.878904343E-5	2.466678619E-2	2.559028069E-2
5.932641746E0	-5.151689053E-3	-3.550529480E-3	2.328014374E-2	2.410624923E-2
5.937707664E0	-5.151715130E-3	9.514391422E-3	-3.031730652E-3	1.123633408E-2
5.942773582E0	-1.227981970E-2	5.907922983E-3	-1.488494873E-2	2.018066462E-2
5.947839500E0	-1.459828764E-2	-1.316937804E-2	-2.426433563E-2	3.122980153E-2
5.952905418E0	-1.807879657E-2	-5.903363228E-3	-2.680778503E-3	1.920622701E-2
5.957971336E0	-1.797327027E-2	-4.681512713E-3	4.452705383E-3	1.909925628E-2
5.963037254E0	5.769394338E-3	1.670062542E-2	-3.366470337E-4	1.767229843E-2
5.968133689E0	-1.574202254E-2	-7.150888443E-3	-9.820938110E-3	1.988459969E-2
5.973199607E0	-4.922017455E-3	-1.068510115E-2	2.468490601E-2	2.734487570E-2
5.978265525E0	4.561401904E-3	6.010860205E-3	2.685356140E-2	2.789355818E-2
5.983331443E0	-1.347072423E-2	2.366706729E-3	2.307224274E-2	2.682144845E-2
5.988397361E0	6.560917944E-3	3.071406484E-2	2.523708344E-2	4.029031898E-2
5.993493797E0	-7.985219359E-3	1.732429862E-2	-1.092910767E-3	1.910731548E-2
5.998559714E0	8.444771171E-3	-4.208922386E-3	-1.176834106E-2	1.508386685E-2
6.003656150E0	2.253092080E-2	-9.051471949E-3	-1.522922516E-2	2.866183587E-2
6.008722068E0	1.397889480E-2	6.434723735E-3	-2.044677734E-3	1.552404188E-2
6.013787986E0	1.846617833E-2	-1.134830713E-2	-5.582809448E-3	2.238194760E-2
6.018853904E0	-1.270488650E-2	1.846353710E-2	3.957748413E-4	2.241590910E-2
6.023919822E0	-1.737925410E-2	1.353535056E-2	3.126049042E-2	3.824215539E-2
6.028985740E0	-1.011557877E-2	1.092110574E-2	1.793861389E-2	2.331071326E-2
6.034051658E0	-1.255451515E-2	1.149892807E-3	4.725456238E-3	1.346358202E-2
6.039148093E0	-2.461703122E-2	8.575320244E-4	2.722454071E-2	3.671388299E-2
6.044214011E0	-2.590941265E-2	-7.634431124E-3	-6.236076355E-3	2.772130680E-2
6.049279929E0	3.794342279E-3	-5.693584681E-4	-5.007743835E-3	6.308621143E-3
6.054345847E0	-5.992125720E-3	9.889245033E-3	1.521396637E-2	1.910935663E-2
6.059411765E0	9.188864380E-3	-1.881156862E-2	4.357624054E-2	4.834458689E-2
6.064508201E0	-1.876778901E-3	-1.023009419E-3	2.064704895E-2	2.075739573E-2
6.069574119E0	6.037201732E-3	-3.566980362E-3	-2.463817596E-2	2.561661314E-2
6.074640037E0	1.027970389E-2	-2.482533455E-3	-3.036880493E-2	3.215741901E-2
6.079705955E0	-8.956342936E-4	1.166661084E-2	-1.706218719E-2	2.068889076E-2
6.084771873E0	8.207760751E-3	-6.366088986E-3	6.816864014E-3	1.242433340E-2
6.089837791E0	-1.472511142E-2	-9.943485260E-3	1.981544495E-2	2.661491432E-2
6.094903709E0	-1.252887025E-2	1.927822828E-3	-2.309894562E-2	2.634863145E-2
6.100000144E0	-1.030249894E-2	1.836776733E-3	-2.723693848E-3	1.081359058E-2
6.105066062E0	-1.166422293E-2	1.010598242E-2	-3.883361816E-3	1.591431671E-2
6.110131980E0	1.190513372E-3	-5.383953452E-3	-1.572990417E-2	1.666835811E-2
6.115197898E0	4.253271967E-2	-4.218444228E-3	-7.294654846E-3	4.335942232E-2
6.120263816E0	4.558664188E-2	3.259384632E-2	7.019042969E-3	5.647802847E-2
6.125329734E0	1.652860641E-2	-2.227798104E-3	3.069782257E-2	3.493585873E-2
6.130426170E0	4.361908883E-3	-2.132552862E-2	5.502700806E-3	2.245181811E-2
6.135492088E0	-1.574952900E-2	-9.410396218E-3	-1.709079742E-2	2.507386244E-2
6.140558006E0	-1.203089952E-3	-3.077237308E-2	-1.221275330E-2	3.312910674E-2
6.145623923E0	-1.083638519E-3	-6.899967790E-3	-1.091766357E-2	1.296067922E-2
6.150689841E0	-8.616521955E-4	-1.052395999E-2	-1.795578003E-2	2.083041562E-2
6.155755759E0	2.913333476E-3	1.090705395E-2	-3.561592102E-2	3.736234960E-2
6.160852195E0	-1.470556483E-2	3.666043282E-3	8.607864380E-3	1.742953928E-2
6.165918113E0	4.638470709E-3	-1.182220876E-2	8.536338806E-3	1.530193160E-2
6.170984031E0	1.662420109E-2	3.791332245E-3	4.882431030E-2	5.171606654E-2
6.176049949E0	1.160826534E-3	-1.396943629E-2	2.112197876E-2	2.535016085E-2
6.181115867E0	-1.530110464E-2	-1.025319099E-2	3.136634827E-3	1.868395586E-2
6.186181785E0	7.548864931E-3	-4.207134247E-3	2.447700500E-2	2.595783339E-2
6.191247703E0	-7.259286940E-4	1.247122884E-2	-1.133060455E-2	1.686538232E-2
6.196313621E0	-6.644502282E-3	-1.366935670E-2	-1.242923737E-2	1.963381432E-2
6.201379539E0	1.671932638E-3	-2.058632672E-2	-4.453659058E-4	2.065890988E-2
6.206445457E0	7.506761700E-3	-8.522346616E-3	-3.724193573E-2	3.893512091E-2
6.211511375E0	9.657170624E-3	3.926455975E-5	-1.438236237E-2	1.732382271E-2
6.216577293E0	-1.663630828E-2	-1.406763494E-2	-1.068973541E-2	2.426799434E-2
6.221643211E0	-8.219316602E-3	-1.041746140E-2	-2.010440826E-2	2.408875047E-2
6.226709129E0	-1.289410517E-2	-1.855760813E-2	2.508163452E-4	2.259879812E-2
6.231775047E0	2.551808953E-3	1.388090849E-2	1.331233978E-2	1.940128191E-2
6.236871482E0	-5.924098194E-3	3.318578005E-3	3.219604492E-2	3.290430379E-2
6.241937400E0	1.291396096E-2	-2.611443400E-3	3.549861908E-2	3.786478550E-2
6.247003318E0	-7.372271270E-3	-8.440747857E-3	-4.148483276E-4	1.121466483E-2
6.252069236E0	-1.085871086E-2	1.555421948E-2	6.719589233E-3	2.012456769E-2
6.257165672E0	2.479180694E-5	4.875004292E-3	7.846832275E-3	9.237914171E-3
6.262231589E0	1.562220231E-2	1.343622804E-3	-5.274772644E-3	1.654332958E-2
6.267297507E0	9.707562625E-3	1.452332735E-2	-4.558277130E-2	4.881549804E-2
6.272363425E0	-1.993595436E-2	2.532032132E-2	-3.926563263E-2	5.079715399E-2
6.277429343E0	-2.807119489E-2	-8.753538132E-4	-4.510879517E-3	2.844479321E-2
6.282495261E0	-4.078754410E-2	-1.977726817E-2	1.571464539E-2	4.797618336E-2
6.287561179E0	-3.641624004E-3	-2.865403891E-3	-1.172637939E-2	1.260872470E-2
6.292627097E0	9.350430220E-3	8.102953434E-4	8.558273315E-3	1.270162060E-2
6.297693015E0	8.672587574E-4	-2.591013908E-4	1.323986053E-2	1.327076404E-2
6.302789451E0	5.618389696E-3	-7.235705853E-3	1.193714142E-2	1.504716210E-2
6.307855369E0	1.031583548E-2	-7.043346763E-3	2.489948273E-2	2.785694591E-2
6.312951804E0	-4.471391439E-4	-9.717941284E-4	-1.921844482E-2	1.924819313E-2
6.318017722E0	-1.582112163E-2	1.810748875E-2	5.865097046E-3	2.475052327E-2
6.323083640E0	-1.195703819E-2	-8.131593466E-3	-9.616851807E-3	1.736598438E-2
6.328180076E0	1.907132566E-2	-8.039772511E-4	-4.158306122E-2	4.575492129E-2
6.333245994E0	-1.189848408E-2	1.957187057E-2	1.100158691E-2	2.540997748E-2
6.338311912E0	8.445013314E-3	6.378948689E-3	-1.638698578E-2	1.950749956E-2
6.343377830E0	-8.143436164E-3	-3.148347139E-3	1.544952393E-3	8.866482964E-3
6.348443748E0	-1.859733835E-2	1.584532857E-2	1.578617096E-2	2.908846205E-2
6.353509666E0	2.920296788E-2	5.162641406E-3	2.040958405E-2	3.600024056E-2
6.358575584E0	7.653571665E-3	1.588284969E-2	-1.655864716E-2	2.418741138E-2
6.363672019E0	-3.086112440E-3	-1.864501834E-2	-1.048851013E-2	2.161410751E-2
6.368737937E0	-7.702317089E-3	-1.490470767E-2	-5.648612976E-3	1.770262206E-2
6.373803855E0	-3.007267416E-2	1.968762279E-2	-1.628398895E-2	3.946056915E-2
6.378869773E0	-2.032754943E-2	-1.131619513E-2	5.218505859E-3	2.384320325E-2
6.383935691E0	-7.094766945E-3	-3.488241136E-2	3.129386902E-2	4.739646167E-2
6.389001609E0	-5.834359676E-3	-9.537383914E-3	-3.388404846E-3	1.168258243E-2
6.394098045E0	1.909175888E-2	1.674029231E-2	-1.048564911E-2	2.747146667E-2
6.399163963E0	-1.310915127E-2	-4.632785916E-3	-9.078979492E-4	1.393329936E-2
6.404229881E0	1.245941967E-3	-1.627406478E-2	-4.452705383E-3	1.691816010E-2
6.409295798E0	9.614493698E-3	-4.837661982E-4	-1.864910126E-2	2.098717457E-2
6.414361716E0	1.547074690E-2	-3.851890564E-3	-1.848983765E-2	2.441424107E-2
6.419427634E0	3.196334094E-2	1.292702556E-2	6.570816040E-4	3.448470545E-2
6.424524070E0	1.394503191E-2	3.211341798E-2	-2.897262573E-3	3.513018161E-2
6.429589988E0	-2.177113667E-2	-1.162856817E-3	-8.814811707E-3	2.351670754E-2
6.434655906E0	-1.327767596E-2	-2.476194501E-2	-1.229476929E-2	3.066939763E-2
6.439721824E0	-1.316003874E-2	-2.851158381E-3	-1.574039459E-2	2.071414361E-2
6.444787742E0	-2.150518075E-2	-1.396939158E-3	-1.850128174E-4	2.155129852E-2
6.449853660E0	9.341035038E-3	-7.302790880E-3	3.188037872E-2	3.401388301E-2
6.454919578E0	-3.368408978E-2	-1.541668177E-2	4.467487335E-2	5.803564672E-2
6.460016013E0	-6.395827979E-3	-6.744220853E-3	-1.149940491E-2	1.478605572E-2
6.465081931E0	2.793326601E-2	1.135721803E-2	-1.377487183E-2	3.315118166E-2
6.470147849E0	-3.158830106E-3	-2.689942718E-3	6.944942474E-2	6.957324627E-2
6.475213767E0	1.928120106E-2	1.289904118E-2	4.868698120E-2	5.393117944E-2
6.480279685E0	6.834305823E-3	1.982912421E-2	2.453613281E-2	3.227884317E-2
6.485345603E0	-1.608715206E-2	2.201679349E-2	4.158973694E-3	2.758319632E-2
6.490442039E0	-1.856513321E-2	-1.029092073E-2	-3.267860413E-2	3.896740161E-2
6.495507957E0	3.935262561E-3	-7.748723030E-3	-5.259132385E-2	5.330456214E-2
6.500573875E0	-3.321442753E-3	-7.655158639E-3	-4.977703094E-2	5.047163803E-2
6.505639793E0	-1.768017933E-2	-2.315139771E-2	-4.936599731E-2	5.731995855E-2
6.510705711E0	-2.593589574E-2	-6.211653352E-3	-3.708839417E-2	4.568155325E-2
6.515771629E0	-4.502553493E-3	-5.976364017E-3	-3.320407867E-2	3.403675595E-2
6.520868064E0	-5.587328225E-3	-1.177693903E-2	-1.986694336E-2	2.376152285E-2
6.525933982E0	1.680474728E-3	3.320425749E-4	4.559516907E-2	4.562733490E-2
6.530999900E0	4.920698702E-4	4.068732262E-3	2.858924866E-2	2.888151405E-2
6.536065818E0	1.815146953E-2	-1.244765520E-2	4.853820801E-2	5.329519305E-2
6.541131736E0	-1.539153233E-2	-1.580461860E-3	4.813480377E-2	5.056042386E-2
6.546197654E0	1.150824130E-3	1.507623494E-2	1.448917389E-2	2.094166698E-2
6.551294089E0	-1.917994022E-2	-1.226538420E-2	-3.425598145E-3	2.302269487E-2
6.556329490E0	2.146527171E-3	-1.440711319E-2	2.745819092E-2	3.108254716E-2
6.561425925E0	-1.345520094E-2	-1.545327902E-2	-2.380943298E-2	3.141234413E-2
6.566491843E0	-4.004217684E-3	1.385912299E-3	-4.141998291E-2	4.163615612E-2
6.571557761E0	1.877836883E-3	2.287296951E-2	-4.700374603E-2	5.230727623E-2
6.576623679E0	-1.238481700E-2	8.508875966E-3	-5.848884583E-2	6.038815901E-2
6.581689597E0	-1.696713269E-3	-7.018834352E-3	-1.169967651E-2	1.374864728E-2
6.586755515E0	-2.912870049E-2	1.557816565E-2	-9.227752686E-3	3.429740307E-2
6.591821433E0	-2.532416210E-2	1.077775657E-2	3.240203857E-2	4.251311946E-2
6.596887351E0	2.000237256E-2	-1.820921898E-5	2.262973785E-2	3.020265344E-2
6.601953269E0	1.521110162E-2	-7.064759731E-3	-4.854202271E-3	1.746000350E-2
6.607049705E0	-2.392935008E-2	6.186008453E-3	-2.737140656E-2	3.687918644E-2
6.612115623E0	-2.238966897E-2	1.448608935E-2	-2.476692200E-2	3.639429195E-2
6.617181541E0	6.399147213E-3	-9.414047003E-3	-2.100467682E-2	2.389078932E-2
6.622247459E0	5.277164280E-3	-3.422886133E-2	3.140544891E-2	4.675217249E-2
6.627313377E0	1.002700627E-2	-1.372903585E-2	3.471565247E-2	3.865493250E-2
6.632379295E0	4.107579589E-4	6.533086300E-3	9.488105774E-3	1.152710241E-2
6.637445213E0	8.668314666E-3	-4.329591990E-3	-2.264213562E-2	2.462826326E-2
6.642511131E0	2.661889419E-2	6.470173597E-3	-1.296329498E-2	3.030636387E-2
6.647577048E0	1.250934973E-2	-5.417719483E-3	1.683521271E-2	2.166240758E-2
6.652673484E0	1.029453799E-2	-3.071635962E-3	1.076316833E-2	1.520717767E-2
6.657739402E0	-3.108084202E-4	-3.017500043E-3	8.298873901E-3	8.835904957E-3
6.662805320E0	-4.778645933E-3	-1.364651322E-2	1.771926880E-2	2.286996430E-2
6.667871238E0	2.091340721E-4	-3.964260221E-3	-1.922607422E-2	1.963163330E-2
6.672937156E0	4.709027708E-4	-2.758339047E-3	-1.313304901E-2	1.342785016E-2
6.678003074E0	-2.079177648E-2	1.984025538E-2	-4.387569427E-2	5.245007389E-2
6.683068992E0	2.584540844E-2	-6.361514330E-3	-6.707191467E-3	2.744886918E-2
6.688165427E0	9.083971381E-4	5.598768592E-3	1.116085052E-2	1.251942409E-2
6.693231345E0	1.064196229E-3	1.151223481E-2	1.224899292E-2	1.684345248E-2
6.698297263E0	-3.681456670E-2	-2.742052078E-3	6.217002869E-3	3.743637664E-2
6.703363181E0	-5.581632257E-3	-3.885596991E-3	4.970550537E-3	8.423707928E-3
6.708429099E0	-5.424614996E-3	8.157387376E-3	-2.593517303E-2	2.772368332E-2
6.713495017E0	-2.318348363E-2	-1.309292018E-2	1.597404480E-3	2.667302332E-2
6.718560935E0	-6.318140775E-3	-3.415524960E-3	-5.540847778E-3	9.071146989E-3
6.723657371E0	3.295134753E-3	2.033157647E-2	1.349544525E-2	2.462433669E-2
6.728723289E0	-1.427177340E-3	7.132798433E-3	-2.035140991E-3	7.553505643E-3
6.733789207E0	-3.628697246E-3	4.726454616E-3	-6.768226624E-3	9.017522307E-3
6.738885642E0	-9.543038905E-4	-1.892164350E-2	-7.903099060E-3	2.052798732E-2
6.743951560E0	1.470078900E-2	6.150230765E-3	1.472473145E-2	2.169691803E-2
6.749017478E0	1.359462738E-2	2.468794584E-3	4.427433014E-2	4.638022369E-2
6.754083396E0	7.761489600E-3	-4.701271653E-3	-1.070404053E-2	1.403278873E-2
6.759179832E0	-3.900155425E-3	1.298695803E-3	1.787948608E-2	1.834594903E-2
6.764245750E0	-1.543032750E-2	1.793141663E-2	8.244514465E-3	2.505200048E-2
6.769311668E0	-1.875724643E-3	-1.071847975E-2	2.229690552E-3	1.110746016E-2
6.774377586E0	-5.099229515E-3	6.065890193E-3	-2.745819092E-2	2.857882807E-2
6.779443504E0	-2.416431904E-3	-1.774893701E-2	1.432323456E-2	2.293510315E-2
6.784539939E0	7.357470691E-3	1.339465380E-4	7.077217102E-3	1.020966790E-2
6.789605857E0	-6.943158805E-4	1.079277694E-2	-4.759120941E-2	4.880460349E-2
6.794671775E0	-2.777311951E-2	3.199420869E-2	1.334571838E-2	4.441940743E-2
6.799737693E0	1.111179590E-3	-1.340228319E-2	9.678840637E-3	1.656912402E-2
6.804803611E0	1.312849671E-2	-1.450657845E-3	6.042480469E-3	1.452492355E-2
6.809869529E0	2.393774688E-3	1.397296786E-2	4.397296906E-2	4.620168823E-2
6.814935447E0	-1.022100449E-3	2.333670855E-2	4.005050659E-2	4.636474667E-2
6.820031882E0	3.000306338E-2	4.113763571E-3	5.407333374E-4	3.028859943E-2
6.825097800E0	-4.715450108E-3	-1.823365688E-3	-4.932212830E-2	4.958056546E-2
6.830163718E0	1.071295515E-2	1.835468411E-2	-2.399063110E-2	3.205015160E-2
6.835229636E0	-2.028887346E-2	1.930724084E-2	5.930995941E-2	6.559023724E-2
6.840295554E0	-2.495178580E-2	-5.798459053E-3	2.320957184E-2	3.456729621E-2
6.845391990E0	1.081544906E-2	-1.284794509E-2	-5.476951599E-3	1.766467181E-2
6.850457908E0	-1.543703303E-2	1.438632607E-3	-7.808685303E-3	1.735935536E-2
6.855523826E0	3.586024046E-3	7.232457399E-3	-1.131725311E-2	1.390137499E-2
6.860589744E0	-1.438733190E-2	1.269608736E-3	2.084064484E-2	2.535625569E-2
6.865655662E0	-1.193692535E-2	-7.137864828E-3	1.591396332E-2	2.113512549E-2
6.870721580E0	1.196170598E-2	2.258713543E-2	7.473945618E-3	2.662932519E-2
6.875787498E0	5.819506943E-3	1.994848251E-2	2.877521515E-2	3.549396600E-2
6.880883933E0	4.546448588E-3	1.382750273E-2	-1.153945923E-3	1.460142519E-2
6.885949851E0	-1.324373856E-2	1.967290044E-2	1.311016083E-2	2.709789548E-2
6.891015769E0	-3.623716533E-3	-1.365472376E-2	-3.611564636E-3	1.458170778E-2
6.896081687E0	1.062020659E-3	-1.236854494E-2	8.280754089E-3	1.492245556E-2
6.901147605E0	-7.263362408E-3	-1.090162992E-2	2.840137482E-2	3.127682944E-2
6.906213523E0	1.126557589E-3	-6.030693650E-3	9.175300598E-3	1.103741541E-2
6.911309959E0	-1.420478895E-2	-5.899697542E-3	1.265621185E-2	1.991888950E-2
6.916375877E0	-8.146710694E-3	1.356735826E-3	-2.187156677E-2	2.337894481E-2
6.921441795E0	1.326501369E-4	1.328915358E-2	-1.693725586E-2	2.152881406E-2
6.926507713E0	-2.289280295E-3	-6.978169084E-3	2.237987518E-2	2.355407526E-2
6.931573631E0	-1.173984259E-3	2.612203360E-3	-1.563072205E-3	3.262673773E-3
6.936639548E0	-2.457652241E-3	-5.739301443E-3	9.146690369E-3	1.107436591E-2
6.941705466E0	1.640433818E-2	-1.294399798E-2	7.871627808E-3	2.232961977E-2
6.946771384E0	4.307508469E-3	1.343354583E-3	-1.949310303E-2	2.000850560E-2
6.951867820E0	-1.601149142E-2	2.024741471E-2	-2.717971802E-3	2.595598256E-2
6.956933738E0	7.075704634E-4	2.193987370E-3	1.273727417E-2	1.294420294E-2
