"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.875633855E1	-5.204517394E-3	1.004159451E-2	-1.237869263E-2	1.676760724E-2
1.876140447E1	-1.233217120E-2	1.709854603E-2	-1.820755005E-2	2.785601554E-2
1.876650090E1	-8.562255651E-3	1.575264335E-2	-1.212406158E-2	2.164372573E-2
1.877156682E1	-5.795806646E-5	2.158731222E-4	2.216339111E-3	2.227581513E-3
1.877663274E1	-8.269324899E-3	-2.122655511E-2	-4.915237427E-3	2.330467625E-2
1.878172918E1	2.644632012E-3	-1.281736791E-2	-1.392364502E-4	1.308810091E-2
1.878679509E1	-2.218983322E-2	-2.584367990E-2	-4.875183105E-3	3.441005521E-2
1.879186101E1	-2.782714739E-2	-3.515371680E-2	1.096725464E-3	4.484792909E-2
1.879692693E1	-9.689908475E-3	-4.015251994E-3	2.600955963E-2	2.804485277E-2
1.880199285E1	-1.785999909E-2	-2.808868885E-3	1.035881042E-2	2.083684874E-2
1.880708928E1	-1.290069893E-2	-1.591928303E-2	1.502323151E-2	2.540765810E-2
1.881215520E1	-2.223707363E-2	2.114582062E-2	1.965332031E-2	3.644017251E-2
1.881722112E1	-4.233665764E-3	-1.511394978E-3	2.424240112E-2	2.465567385E-2
1.882228704E1	-1.249748096E-2	1.514424384E-2	7.427215576E-3	2.099282456E-2
1.882735296E1	3.150310367E-3	5.559548736E-3	-2.112674713E-2	2.207198410E-2
1.883241887E1	1.381282508E-2	-3.009289503E-4	-2.569961548E-2	2.917798709E-2
1.883748479E1	2.971924841E-3	-1.100462675E-2	-7.676124573E-3	1.374252654E-2
1.884255071E1	2.194201201E-2	-4.988670349E-3	-1.681327820E-3	2.256469779E-2
1.884761663E1	1.815802976E-2	1.877169311E-2	-1.117134094E-2	2.840579810E-2
1.885268254E1	-4.597410560E-3	2.209615707E-2	-1.463603973E-2	2.689962826E-2
1.885774846E1	-1.756009459E-2	1.002608240E-2	3.295898438E-3	2.048761082E-2
1.886284490E1	-2.101516351E-2	8.724257350E-3	-1.098632812E-2	2.526755171E-2
1.886791082E1	8.790228516E-3	2.168688178E-2	-8.520126343E-3	2.490344377E-2
1.887297674E1	1.337134466E-2	9.672001004E-3	-2.150726318E-2	2.710909130E-2
1.887804265E1	-8.048344404E-3	-1.422463357E-2	-3.438758850E-2	3.807390564E-2
1.888310857E1	-1.024639979E-2	4.912853241E-3	-1.984596252E-2	2.286891043E-2
1.888817449E1	-1.796144992E-3	7.328376174E-3	4.062652588E-3	8.569502916E-3
1.889327092E1	1.959173754E-2	-9.740889072E-4	-1.259899139E-2	2.331350710E-2
1.889833684E1	1.005147770E-2	3.099441528E-4	-4.809570312E-2	4.913578053E-2
1.890340276E1	-8.977685124E-3	-7.919654250E-3	2.165794373E-3	1.216595327E-2
1.890846868E1	-1.838339493E-2	8.789628744E-3	6.899833679E-3	2.151312361E-2
1.891353460E1	-3.085769713E-4	2.294710279E-2	-6.216049194E-3	2.377612276E-2
1.891860051E1	-3.817141056E-3	1.213806868E-2	-1.922130585E-2	2.305128794E-2
1.892366643E1	-3.938305378E-2	-2.116338909E-2	-2.445220947E-3	4.477603230E-2
1.892876287E1	-1.768194884E-2	-1.152263582E-2	2.131557465E-2	2.999626933E-2
1.893382879E1	8.590761572E-3	-1.025448740E-2	1.401042938E-2	1.937131456E-2
1.893889470E1	2.751637995E-2	2.794364095E-2	5.589485168E-3	3.961364133E-2
1.894396062E1	-1.301138848E-2	1.473297179E-2	1.860332489E-2	2.706363584E-2
1.894902654E1	1.238945872E-3	8.655875921E-3	3.863334656E-2	3.961053700E-2
1.895409246E1	-4.902299494E-3	1.506805420E-4	-4.424095154E-3	6.605139126E-3
1.895915838E1	7.997833192E-3	1.070655882E-2	-4.390716553E-3	1.406677395E-2
1.896425481E1	1.796707511E-3	-2.032586932E-2	-8.010864258E-4	2.042084379E-2
1.896932073E1	9.888511151E-3	-4.744961858E-3	-1.029872894E-2	1.504530271E-2
1.897438665E1	-8.205484599E-3	1.545770466E-2	-3.158092499E-2	3.610575348E-2
1.897945257E1	-1.178999618E-2	8.282676339E-3	-1.232624054E-2	1.896161763E-2
1.898454900E1	-2.129077166E-2	2.258911729E-3	1.864433289E-2	2.839032915E-2
1.898961492E1	2.532400191E-3	-1.444922388E-2	3.052711487E-3	1.498373014E-2
1.899468084E1	-5.891755223E-3	1.877444983E-2	1.133060455E-2	2.270628427E-2
1.899974675E1	-2.612521127E-2	1.731219888E-2	4.120826721E-3	3.161044300E-2
1.900481267E1	-1.159358025E-2	-7.740497589E-3	2.892494202E-3	1.423702668E-2
1.900987859E1	-1.030737162E-2	-1.239910722E-2	1.355266571E-2	2.106310797E-2
1.901497503E1	-5.463097245E-3	1.935079694E-3	-2.454185486E-2	2.521691109E-2
1.902004094E1	4.076968879E-3	-1.591397822E-2	-1.840686798E-2	2.467162676E-2
1.902510686E1	-1.019003615E-2	4.381492734E-3	-5.195617676E-3	1.224862271E-2
1.903017278E1	2.076924965E-2	-3.985032439E-3	1.265621185E-2	2.464593096E-2
1.903523870E1	-7.839091122E-3	-8.622363210E-3	4.245758057E-3	1.240253839E-2
1.904033513E1	-1.726938039E-2	2.827855945E-2	-2.915382385E-3	3.326271002E-2
1.904540105E1	2.211025357E-2	-2.745375037E-3	1.016902924E-2	2.449100963E-2
1.905046697E1	-9.039483964E-3	8.624643087E-4	1.245975494E-2	1.541757466E-2
1.905553289E1	-2.211970836E-2	5.635634065E-3	-1.495647430E-2	2.728988811E-2
1.906059880E1	1.008453220E-2	-3.141760826E-4	-2.669525146E-2	2.853827162E-2
1.906566472E1	2.053587884E-2	-8.538305759E-3	-6.286621094E-3	2.311161158E-2
1.907073064E1	-9.421639144E-3	9.461343288E-4	-2.679824829E-3	9.840930619E-3
1.907579656E1	1.312235743E-2	8.634775877E-4	8.023262024E-3	1.540501839E-2
1.908089299E1	2.182796597E-3	-5.098730326E-3	5.579948425E-3	7.867494922E-3
1.908595891E1	-7.433842868E-3	6.799086928E-3	1.383972168E-2	1.711804600E-2
1.909105535E1	5.643580109E-3	7.951363921E-3	-4.070281982E-3	1.056604846E-2
1.909612127E1	6.749086082E-3	-8.649155498E-3	1.020431519E-2	1.498286028E-2
1.910118718E1	-2.560587972E-2	-1.540228724E-3	2.199459076E-2	3.379046321E-2
1.910625310E1	-1.745596528E-3	3.200680017E-3	-1.946449280E-3	4.132810740E-3
1.911131902E1	-4.100877792E-3	-1.119038463E-2	1.587677002E-2	1.985229793E-2
1.911641546E1	-1.685164869E-3	-1.354776323E-2	-3.886795044E-2	4.119586436E-2
1.912148137E1	-8.789960295E-3	-1.113422215E-2	-6.482124329E-3	1.559654579E-2
1.912654729E1	1.379936561E-2	1.866070926E-2	2.086925507E-2	3.121170243E-2
1.913161321E1	1.837538555E-2	-9.906873107E-3	-3.044128418E-3	2.109662643E-2
1.913667913E1	-9.017605335E-3	-1.539796591E-3	1.479148865E-2	1.739184625E-2
1.914174504E1	-5.378365517E-3	1.507943869E-2	2.890586853E-2	3.304338848E-2
1.914681096E1	-2.081183344E-2	3.104194999E-3	-1.406669617E-2	2.531087471E-2
1.915187688E1	5.961917341E-4	-1.355946064E-2	2.878093719E-2	3.182069709E-2
1.915697332E1	2.423521131E-2	-4.018768668E-3	1.310539246E-2	2.784326275E-2
1.916203924E1	1.947581768E-4	2.566510439E-2	4.688262939E-3	2.609052172E-2
1.916710515E1	1.491121948E-4	-4.244908690E-3	9.399414062E-3	1.031457556E-2
1.917217107E1	-8.217401803E-3	1.698806882E-3	-4.409408569E-2	4.488540999E-2
1.917723699E1	-2.583435178E-2	1.104663312E-2	-2.236270905E-2	3.591006253E-2
1.918233342E1	-2.438084781E-2	2.624437213E-3	-2.005577087E-3	2.460357190E-2
1.918739934E1	-2.855829895E-3	2.556592226E-4	3.245067596E-2	3.257710080E-2
1.919246526E1	7.908508182E-3	-2.196639776E-3	2.742767334E-2	2.862947769E-2
1.919753118E1	-5.261186510E-3	1.745969057E-4	-6.046295166E-3	8.016748269E-3
1.920259710E1	-1.475006714E-2	-1.873625815E-2	1.537227631E-2	2.837108967E-2
1.920766301E1	8.647218347E-4	-2.798685431E-2	-1.205158234E-2	3.048364143E-2
1.921272893E1	5.600724369E-3	-6.462544203E-3	9.412765503E-3	1.271741898E-2
1.921782537E1	-7.548835129E-3	3.159865737E-3	-1.322460175E-2	1.555184088E-2
1.922289129E1	1.626260951E-2	-1.097303629E-2	2.843952179E-2	3.454976690E-2
1.922795720E1	-1.116336882E-2	-3.725826740E-3	2.345180511E-2	2.623908824E-2
1.923302312E1	-7.506243885E-3	1.645243168E-2	2.445125580E-2	3.041200611E-2
1.923808904E1	-2.684198320E-3	-1.332929730E-2	3.137588501E-2	3.419533956E-2
1.924315496E1	3.414530680E-2	-2.149671316E-2	2.636432648E-2	4.819842698E-2
1.924825139E1	-8.862756193E-3	-1.060596108E-2	2.377033234E-2	2.749660992E-2
1.925331731E1	-1.605462283E-3	1.087757945E-2	-2.628517151E-2	2.849227062E-2
1.925838323E1	3.149952739E-3	1.209750772E-3	-8.257865906E-3	8.920652919E-3
1.926344915E1	4.326108843E-3	-4.703164101E-3	3.675460815E-3	7.371837117E-3
1.926851507E1	-1.696876809E-2	-7.061854005E-3	-7.038116455E-3	1.968105576E-2
1.927358098E1	-1.321499050E-2	4.904627800E-3	4.899978638E-3	1.492317454E-2
1.927864690E1	1.312289014E-2	3.333361447E-2	7.234573364E-3	3.654694448E-2
1.928374334E1	-7.008753717E-3	2.708595991E-2	9.534835815E-3	2.955816210E-2
1.928880925E1	3.792520612E-3	1.915171742E-3	3.321170807E-2	3.348236324E-2
1.929387517E1	3.818530589E-3	-1.005363464E-2	4.441261292E-3	1.163535763E-2
1.929894109E1	8.545048535E-3	-1.835191250E-2	-1.578330994E-2	2.566950368E-2
1.930400701E1	1.576432586E-2	-1.109525561E-2	9.632110596E-4	1.930146218E-2
1.930907293E1	5.059413612E-3	-2.042464912E-2	2.153396606E-3	2.115185748E-2
1.931416936E1	2.729706466E-4	-5.971506238E-3	-3.466415405E-2	3.517580100E-2
1.931923528E1	7.404703647E-3	-1.652413607E-2	-8.255958557E-3	1.990069246E-2
1.932430120E1	-1.169357449E-2	2.405071259E-2	1.793193817E-2	3.219830534E-2
1.932936712E1	1.095466688E-2	1.318335533E-3	1.896381378E-2	2.194012234E-2
1.933443303E1	1.552006230E-2	4.906922579E-3	4.567146301E-3	1.690588798E-2
1.933952947E1	1.286893710E-2	6.074711680E-3	1.758766174E-2	2.262382615E-2
1.934456487E1	1.881752163E-3	1.911103725E-2	-1.699829102E-2	2.564594770E-2
1.934963079E1	2.744168043E-3	2.848321199E-2	6.898880005E-3	2.943498546E-2
1.935469671E1	8.312910795E-3	1.629300416E-2	-2.403068542E-2	3.020000517E-2
1.935976262E1	-6.467856467E-3	2.088555694E-2	1.088142395E-3	2.189117881E-2
1.936482854E1	-2.952113375E-2	2.559517324E-2	-3.672599792E-3	3.924408516E-2
1.936989446E1	-3.479386121E-2	2.308675647E-2	1.891708374E-2	4.584176218E-2
1.937499090E1	-1.503593847E-2	2.767413855E-2	-1.091670990E-2	3.333334584E-2
1.938005681E1	-1.682052389E-2	3.222338855E-2	-8.453369141E-3	3.731938161E-2
1.938512273E1	1.002131030E-2	7.353486121E-2	-2.144336700E-2	7.725037515E-2
1.939018865E1	2.139759436E-2	5.162115395E-2	-2.364063263E-2	6.067520161E-2
1.939525457E1	3.108333796E-3	7.367722690E-2	-1.395893097E-2	7.505229681E-2
1.940032048E1	-1.367738098E-2	9.570458531E-2	6.343841553E-3	9.688489421E-2
1.940538640E1	-4.053585231E-1	9.674696922E-1	1.095790863E-1	1.054666162E0
1.941045232E1	-4.956721306E0	9.904200554E0	2.074699402E-1	1.107724327E1
1.941554876E1	-1.101630878E1	3.237771988E1	-5.345058441E-2	3.420056521E1
1.942061467E1	5.313755512E0	8.393085480E0	2.598810196E-1	9.937173625E0
1.942568059E1	9.477890968E0	-2.429946899E0	7.270812988E-3	9.784432125E0
1.943074651E1	4.970146656E0	5.652824402E0	-1.123094559E-1	7.527907738E0
1.943581243E1	2.951603174E0	1.370752430E1	-1.815443039E-1	1.402287924E1
1.944087835E1	2.967437506E0	1.359748268E1	-4.981231689E-2	1.391760403E1
1.944594426E1	3.205330610E0	9.969031334E0	1.642494202E-1	1.047295125E1
1.945104070E1	2.724084377E0	8.312893867E0	1.783876419E-1	8.749666411E0
1.945610662E1	1.482680559E0	7.964409351E0	1.566333771E-1	8.102758294E0
1.946117254E1	8.388848901E-1	7.220700264E0	8.348846436E-2	7.269746246E0
1.946623845E1	6.166576743E-1	5.907769203E0	4.464149475E-3	5.939867303E0
1.947130437E1	2.868629694E-1	4.963414192E0	9.235382080E-3	4.971705552E0
1.947637029E1	-4.808060527E-1	4.311911106E0	-7.687187195E-2	4.339315745E0
1.948146672E1	-4.975909591E-1	4.728923798E0	-5.763816833E-2	4.755380027E0
1.948653264E1	-1.099406406E-1	5.290185452E0	5.959415436E-2	5.291663304E0
1.949159856E1	2.439374477E-1	4.919116974E0	4.278278351E-2	4.925347465E0
1.949666448E1	7.221968174E-1	5.494257927E0	-1.108360291E-2	5.541530588E0
1.950173040E1	1.895587206E0	6.091567993E0	-1.585483551E-2	6.379710248E0
1.950679632E1	2.906883717E0	5.949599266E0	-5.766677856E-2	6.622011011E0
1.951189275E1	3.837819099E0	6.503712654E0	-4.922676086E-2	7.551791642E0
1.951698919E1	3.396254063E0	6.296802521E0	-3.242969513E-2	7.154391332E0
1.952205510E1	2.159463882E0	5.947827816E0	-8.475303650E-3	6.327717742E0
1.952712102E1	1.123859167E0	5.864853859E0	1.075134277E-1	5.972531235E0
1.953218694E1	5.087669492E-1	5.566827297E0	1.289014816E-1	5.591513709E0
1.953725286E1	-1.192885160E0	4.324281216E0	2.136335373E-1	4.490882132E0
1.954231878E1	-3.858883619E0	2.504081249E0	1.009979248E-1	4.601261378E0
1.954738469E1	-5.843441486E0	1.079883337E0	3.511905670E-2	5.942490200E0
1.955245061E1	-6.270445824E0	6.488573551E-1	2.072334290E-2	6.303961941E0
1.955751653E1	-5.716624260E0	4.562682509E-1	2.778053284E-3	5.734804388E0
1.956258245E1	-5.025238514E0	-4.633906782E-1	5.897140503E-2	5.046903077E0
1.956767888E1	-4.379795551E0	-1.921193123E0	-2.067565918E-3	4.782634876E0
1.957277532E1	-3.516237497E0	-2.257847071E0	-6.841659546E-3	4.178737410E0
1.957784124E1	-2.968627214E0	-2.476820230E0	1.581773758E-1	3.869419346E0
1.958290715E1	-1.917064905E0	-2.274976730E0	1.125507355E-1	2.977133629E0
1.958797307E1	-1.474146724E0	-2.491897821E0	4.308700562E-2	2.895603530E0
1.959303899E1	-1.715736151E0	-3.242818832E0	-4.303836823E-2	3.668988528E0
1.959810491E1	-2.469550848E0	-4.677599430E0	-2.024936676E-2	5.289520570E0
1.960317083E1	-3.637617350E0	-5.246125698E0	-1.230354309E-1	6.385078898E0
1.960826726E1	-4.625199795E0	-6.042273521E0	-6.907463074E-2	7.609619817E0
1.961333318E1	-4.555485249E0	-7.416143417E0	-6.060028076E-2	8.703752147E0
1.961839910E1	-3.824476004E0	-7.857769012E0	4.707527161E-2	8.739185696E0
1.962346502E1	-2.607498884E0	-7.718247890E0	5.778503418E-2	8.147008042E0
1.962853093E1	-1.687385201E0	-7.894615173E0	6.319046021E-3	8.072933636E0
1.963359685E1	-1.224167109E0	-7.867587090E0	4.457092285E-2	7.962380190E0
1.963869329E1	-9.317480326E-1	-8.247066498E0	-6.546592712E-2	8.299791925E0
1.964375921E1	-6.364967227E-1	-7.858354092E0	-1.801700592E-1	7.886147244E0
1.964882512E1	-8.446326107E-2	-6.851582050E0	-9.743595123E-2	6.852795371E0
1.965389104E1	6.220290065E-1	-6.963755608E0	2.463340759E-2	6.991524802E0
1.965895696E1	9.543763399E-1	-7.605666637E0	3.535747528E-2	7.665392968E0
1.966402288E1	1.034027100E0	-7.498823643E0	-1.057834625E-1	7.570519018E0
1.966908880E1	1.399881959E0	-7.264200687E0	-9.250354767E-2	7.398434837E0
1.967418523E1	2.039322615E0	-7.316530704E0	-7.803249359E-2	7.595824336E0
1.967925115E1	2.762670040E0	-7.487008572E0	-4.565811157E-2	7.980584425E0
1.968431707E1	2.928443909E0	-7.126378059E0	-7.310009003E-2	7.704958896E0
1.968938298E1	2.386972189E0	-6.689538002E0	-1.204299927E-2	7.102654430E0
1.969444890E1	1.906650782E0	-6.359783649E0	-2.400398254E-2	6.639483524E0
1.969951482E1	1.265225768E0	-5.964726925E0	-2.159690857E-2	6.097477344E0
1.970461126E1	4.334038198E-1	-5.500772953E0	7.113456726E-3	5.517824984E0
1.970967717E1	3.008765876E-1	-5.173500538E0	-4.430866241E-2	5.182431649E0
1.971474309E1	5.726044774E-1	-4.960258007E0	-4.068183899E-2	4.993364637E0
1.971980901E1	4.781958163E-1	-4.656370640E0	-2.869224548E-2	4.680948837E0
1.972487493E1	5.612343550E-1	-4.566996098E0	-6.213092804E-2	4.601771138E0
1.972994085E1	6.203728914E-1	-4.467010021E0	-9.673213959E-2	4.510919880E0
1.973503728E1	7.201982737E-1	-4.187649727E0	-7.031345367E-2	4.249710551E0
1.974010320E1	7.914392352E-1	-4.012761593E0	-3.437137604E-2	4.090209415E0
1.974516912E1	5.937159061E-1	-3.926390409E0	-1.759719849E-2	3.971064075E0
1.975023504E1	2.708657086E-1	-4.005168915E0	-1.158714294E-2	4.014334382E0
1.975530095E1	-2.535573542E-1	-4.437669754E0	-3.071498871E-2	4.445013789E0
1.976036687E1	-1.759839654E-1	-1.774274111E0	2.074050903E-2	1.783100991E0
1.976543279E1	7.677222788E-2	5.405399203E-1	-1.755046844E-2	5.462466470E-1
1.977049871E1	4.906017333E-3	-3.250312805E-2	-1.034927368E-2	3.446200524E-2
1.977559514E1	-2.619528770E-2	-8.228191733E-2	-1.272583008E-2	8.728375433E-2
1.978066106E1	-4.768001661E-2	-3.644543886E-2	-1.270866394E-2	6.134463413E-2
1.978572698E1	-2.971917018E-2	-3.986336291E-2	-1.985740662E-2	5.354095046E-2
1.979082341E1	-1.777642593E-2	-3.120905161E-2	-5.451774597E-2	6.528545663E-2
1.979585882E1	-1.156546175E-2	3.750786185E-3	-6.042289734E-2	6.163403950E-2
1.980092473E1	1.408406347E-2	-1.047642529E-2	-1.491737366E-2	2.303571938E-2
1.980599065E1	5.239024758E-3	1.239238679E-2	-5.416870117E-4	1.346521651E-2
1.981105657E1	9.868036956E-3	2.211706340E-2	1.979160309E-2	3.127699154E-2
1.981612249E1	3.756171092E-2	-1.740187407E-3	3.650188446E-2	5.240513285E-2
1.982118840E1	4.740445688E-2	1.144286990E-2	5.797672272E-2	7.575897426E-2
1.982628484E1	1.184239611E-2	7.513314486E-4	1.718521118E-3	1.199000248E-2
1.983135076E1	1.708846912E-2	-8.880212903E-3	-2.219486237E-2	2.938513014E-2
1.983644719E1	-3.248937428E-4	1.376250386E-2	-1.021957397E-2	1.714502146E-2
1.984151311E1	-2.496597916E-2	-1.013644040E-2	-2.574920654E-2	3.727021836E-2
1.984657903E1	-3.287997097E-2	-4.128770530E-2	-5.320930481E-2	7.494662913E-2
1.985164495E1	-4.209128022E-2	-2.939942479E-2	6.641387939E-3	5.176977963E-2
1.985671086E1	-3.579796851E-2	-1.872994006E-2	-1.490211487E-2	4.306249216E-2
1.986177678E1	-1.405911520E-2	-2.585484087E-2	-5.311965942E-3	2.990565998E-2
1.986684270E1	-2.594555914E-2	-1.627513766E-2	-6.493568420E-3	3.130844257E-2
1.987193914E1	-8.962266147E-4	-1.274901628E-2	3.067970276E-3	1.314355660E-2
1.987700506E1	-2.729743719E-2	-1.031105220E-2	1.143074036E-2	3.133894861E-2
1.988207097E1	-6.995208561E-3	1.713462174E-2	2.098464966E-2	2.798005944E-2
1.988713689E1	-3.332771361E-3	-3.342881799E-3	-3.404331207E-2	3.436901687E-2
1.989220281E1	4.151649773E-4	1.371473074E-3	-2.921676636E-2	2.925188433E-2
1.989729924E1	-7.738135755E-3	-2.371552587E-2	-7.660865784E-3	2.609585746E-2
1.990236516E1	-3.380142152E-4	-1.419003308E-2	-1.004505157E-2	1.738891467E-2
1.990743108E1	-1.556498930E-2	-5.984127522E-3	7.903099060E-3	1.845366221E-2
1.991249700E1	-1.996256039E-2	-3.006601334E-2	1.147270203E-2	3.786940542E-2
1.991756292E1	-6.416469812E-3	-2.292540669E-2	-4.892349243E-4	2.381144069E-2
1.992262883E1	-2.642111108E-2	-1.575683057E-2	-4.084587097E-3	3.103283216E-2
1.992769475E1	2.170289680E-2	-2.536794543E-2	1.146507263E-2	3.529867243E-2
1.993279119E1	4.108519107E-2	-1.465253532E-2	7.869720459E-3	4.432405912E-2
1.993785711E1	-7.776729763E-3	2.023681998E-3	1.144027710E-2	1.398044187E-2
1.994292302E1	-1.951560006E-2	-7.609248161E-3	2.218437195E-2	3.051074666E-2
1.994798894E1	8.126772940E-3	-1.132281125E-2	-4.479312897E-2	4.691135146E-2
1.995305486E1	-1.454664394E-2	-3.017365932E-3	-2.201557159E-2	2.655926843E-2
1.995812078E1	1.064574718E-2	-1.982210577E-2	9.084701538E-3	2.426478131E-2
1.996321721E1	-9.637828916E-3	-3.052739799E-2	-1.005172729E-2	3.355364356E-2
1.996828313E1	-1.684708148E-2	-1.746428013E-2	-1.840877533E-2	3.045830337E-2
1.997334905E1	1.066729426E-3	-3.066962957E-2	-2.317333221E-2	3.845474504E-2
1.997841497E1	-8.587460965E-3	-4.749098420E-2	-7.602691650E-3	4.885630959E-2
1.998348089E1	-1.845165342E-2	1.504004002E-3	2.349281311E-2	2.991049665E-2
1.998854680E1	-1.031194255E-2	-4.405480623E-2	1.867389679E-2	4.894769180E-2
1.999364324E1	-4.474669695E-3	-2.858269215E-2	3.179931641E-2	4.299057435E-2
1.999870916E1	1.654773951E-4	-6.018236279E-3	6.655693054E-3	8.974675521E-3
2.000377507E1	1.197773218E-2	-2.400751412E-2	4.252433777E-3	2.716449881E-2
2.000884099E1	3.343583271E-2	-1.688992977E-2	-3.281784058E-2	4.980196077E-2
2.001390691E1	2.496143803E-2	-3.816604614E-3	4.254341125E-3	2.560740670E-2
2.001897283E1	-3.919601813E-2	-1.216705143E-2	-4.104614258E-3	4.124576143E-2
2.002403875E1	-5.514673889E-3	-1.203687489E-2	-1.830863953E-2	2.259434147E-2
2.002913518E1	4.249304533E-3	-4.728510976E-3	-2.527999878E-2	2.606710079E-2
2.003420110E1	-3.791630268E-3	7.151097059E-3	-7.258415222E-3	1.087194742E-2
2.003926702E1	-1.015719026E-3	-2.419024706E-3	-1.787948608E-2	1.807095427E-2
2.004433294E1	-8.893113583E-3	-1.072934270E-2	-1.890945435E-2	2.348986436E-2
2.004939885E1	9.995177388E-4	-1.055915654E-2	-3.655910492E-2	3.806655980E-2
2.005446477E1	-1.180158928E-2	4.888325930E-3	-6.581306458E-3	1.436964977E-2
2.005956121E1	-5.400799215E-3	-9.585052729E-3	-1.721096039E-2	2.042691914E-2
2.006462712E1	-2.047421783E-2	-1.655140519E-2	1.973533630E-2	3.290328416E-2
2.006969304E1	-1.047581434E-3	6.228342652E-3	3.145217896E-2	3.208004427E-2
2.007475896E1	-1.620728895E-2	-3.349214792E-3	2.050781250E-2	2.635268162E-2
2.007982488E1	4.112654924E-2	-1.515549421E-2	-1.042366028E-3	4.384254309E-2
2.008489080E1	1.720256358E-2	-1.619535685E-2	-9.340286255E-3	2.540587972E-2
2.008995672E1	1.837991178E-3	-3.151743114E-2	-2.112483978E-2	3.798664941E-2
2.009502263E1	-2.293684706E-2	-3.601397574E-2	5.167961121E-3	4.300945505E-2
2.010008855E1	-2.383161336E-2	-1.674643159E-2	1.223659515E-2	3.159308512E-2
2.010515447E1	1.194277406E-2	-1.195609570E-3	-1.398372650E-2	1.842834614E-2
2.011022039E1	-2.862379327E-2	-5.908206105E-3	5.138397217E-3	2.967543709E-2
2.011531682E1	-1.056832820E-2	9.500086308E-3	1.933288574E-2	2.399378403E-2
2.012038274E1	-4.576604813E-3	-1.909516752E-2	4.932403564E-3	2.024597093E-2
2.012544866E1	-4.582542926E-3	-9.508147836E-3	1.437664032E-2	1.783514401E-2
2.013051458E1	1.915309951E-2	3.554910421E-3	2.020168304E-2	2.806397347E-2
2.013558049E1	-7.115751505E-3	1.175753772E-2	-2.864742279E-2	3.177339210E-2
2.014064641E1	-3.079203889E-2	9.209349751E-3	-1.654720306E-2	3.614929752E-2
2.014571233E1	-2.341761813E-2	5.502134562E-3	-3.895759583E-2	4.578594321E-2
2.015077825E1	-2.796684578E-2	5.381509662E-3	-3.983020782E-2	4.896478903E-2
2.015584417E1	-9.916897863E-3	-1.617012918E-2	1.630401611E-2	2.501277438E-2
2.016091008E1	-7.451631129E-3	-1.026621461E-2	1.734447479E-2	2.148843351E-2
2.016600652E1	-6.187133491E-3	-4.375621676E-3	-8.919715881E-3	1.170418802E-2
2.017107244E1	-3.472428024E-2	-2.583082020E-2	-2.428245544E-2	4.962503957E-2
2.017613836E1	-2.849635109E-2	-6.606152654E-2	1.034259796E-2	7.268518863E-2
2.018120427E1	1.205310971E-2	-3.832420707E-2	-2.297592163E-2	4.628083054E-2
2.018627019E1	2.018022165E-2	7.027551532E-3	-9.727478027E-3	2.347874901E-2
2.019136663E1	-6.251625717E-3	-3.789633512E-3	-1.321983337E-2	1.510655953E-2
2.019643254E1	-6.450675428E-3	-2.747081220E-2	-1.784706116E-2	3.338823638E-2
2.020149846E1	-6.650086492E-3	-2.342611551E-3	4.845619202E-3	8.555203369E-3
2.020659490E1	2.655461431E-4	1.546348631E-2	-2.249431610E-2	2.729806185E-2
2.021166082E1	1.312456653E-2	-1.203806698E-2	-1.755809784E-2	2.500912039E-2
2.021675725E1	-1.557408273E-2	-1.433655620E-2	3.482151031E-2	4.075078499E-2
2.022182317E1	2.372592688E-3	1.775693893E-2	-4.646301270E-3	1.850746314E-2
2.022688909E1	-2.608032152E-2	1.149956882E-2	-1.055717468E-2	3.039534818E-2
2.023195501E1	-4.268966615E-3	-1.883953810E-3	3.345394135E-2	3.377779669E-2
2.023702092E1	4.339680076E-3	6.261453032E-3	2.961730957E-2	3.058142645E-2
2.024208684E1	-2.877841145E-2	-8.207172155E-3	1.511383057E-2	3.352584846E-2
2.024715276E1	-3.492169082E-3	-3.443332016E-2	-4.005432129E-3	3.484095678E-2
2.025221868E1	2.415124327E-2	-2.013684809E-2	4.332542419E-3	3.174186709E-2
2.025728460E1	-5.301766098E-3	-9.515702724E-3	-1.589202881E-2	1.926691210E-2
2.026235051E1	-2.032424137E-2	-1.911638677E-2	2.936077118E-2	4.050389999E-2
2.026741643E1	-1.153176278E-2	8.126407862E-3	-5.750656128E-4	1.411916279E-2
2.027248235E1	-2.185179293E-2	1.897498965E-3	-4.092884064E-2	4.643566897E-2
2.027754827E1	2.467768267E-2	-4.242867231E-3	-3.583908081E-2	4.371990002E-2
2.028261419E1	-6.323639303E-3	-2.450351417E-2	1.906776428E-2	3.168580527E-2
2.028768010E1	-3.888320178E-3	-1.854529977E-2	-1.671504974E-2	2.526737155E-2
2.029274602E1	4.459291697E-3	9.924292564E-3	1.904010773E-2	2.192949082E-2
2.029784246E1	1.506072655E-2	-6.863296032E-3	-3.335475922E-2	3.723533643E-2
2.030290838E1	-2.423362061E-2	-2.354642749E-2	-2.225875854E-3	3.386232625E-2
2.030797429E1	-2.532391250E-2	-1.284457743E-2	1.084709167E-2	3.039643255E-2
2.031304021E1	2.223869041E-2	-1.889872551E-2	6.015777588E-3	2.979783141E-2
